Ra,Va,Vw
21570,2.880572,0.704284
21580,2.879387,0.704611
21590,2.878203,0.704937
21600,2.877020,0.705264
21610,2.875838,0.705590
21620,2.874657,0.705917
21630,2.873477,0.706244
21640,2.872297,0.706570
21650,2.871119,0.706897
21660,2.869942,0.707223
21670,2.868766,0.707550
21680,2.867590,0.707876
21690,2.866416,0.708203
21700,2.865243,0.708529
21710,2.864070,0.708856
21720,2.862899,0.709182
21730,2.861729,0.709509
21740,2.860559,0.709835
21750,2.859391,0.710162
21760,2.858223,0.710488
21770,2.857056,0.710815
21780,2.855891,0.711141
21790,2.854726,0.711468
21800,2.853562,0.711794
21810,2.852400,0.712121
21820,2.851238,0.712447
21830,2.850077,0.712774
21840,2.848917,0.713100
21850,2.847758,0.713427
21860,2.846600,0.713753
21870,2.845443,0.714080
21880,2.844287,0.714406
21890,2.843132,0.714733
21900,2.841978,0.715059
21910,2.840824,0.715386
21920,2.839672,0.715712
21930,2.838521,0.716039
21940,2.837370,0.716365
21950,2.836221,0.716692
21960,2.835072,0.717018
21970,2.833924,0.717345
21980,2.832778,0.717671
21990,2.831632,0.717998
22000,2.830487,0.718324
22010,2.829343,0.718651
22020,2.828200,0.718977
22030,2.827058,0.719304
22040,2.825917,0.719630
22050,2.824777,0.719957
22060,2.823638,0.720283
22070,2.822500,0.720610
22080,2.821362,0.720937
22090,2.820226,0.721263
22100,2.819090,0.721590
22110,2.817955,0.721916
22120,2.816822,0.722243
22130,2.815689,0.722569
22140,2.814557,0.722896
22150,2.813426,0.723222
22160,2.812296,0.723549
22170,2.811167,0.723875
22180,2.810039,0.724202
22190,2.808911,0.724528
22200,2.807785,0.724855
22210,2.806660,0.725181
22220,2.805535,0.725508
22230,2.804411,0.725834
22240,2.803289,0.726161
22250,2.802167,0.726487
22260,2.801046,0.726814
22270,2.799926,0.727140
22280,2.798807,0.727467
22290,2.797688,0.727793
22300,2.796571,0.728120
22310,2.795455,0.728446
22320,2.794339,0.728773
22330,2.793224,0.729099
22340,2.792111,0.729426
22350,2.790998,0.729752
22360,2.789886,0.730079
22370,2.788775,0.730405
22380,2.787665,0.730732
22390,2.786555,0.731058
22400,2.785447,0.731385
22410,2.784339,0.731711
22420,2.783233,0.732038
22430,2.782127,0.732364
22440,2.781022,0.732691
22450,2.779918,0.733017
22460,2.778815,0.733344
22470,2.777713,0.733670
22480,2.776612,0.733997
22490,2.775511,0.734323
22500,2.774412,0.734650
22510,2.773313,0.734976
22520,2.772215,0.735303
22530,2.771118,0.735630
22540,2.770022,0.735956
22550,2.768927,0.736283
22560,2.767832,0.736609
22570,2.766739,0.736936
22580,2.765646,0.737262
22590,2.764555,0.737589
22600,2.763464,0.737915
22610,2.762374,0.738242
22620,2.761285,0.738568
22630,2.760197,0.738895
22640,2.759109,0.739221
22650,2.758023,0.739548
22660,2.756937,0.739874
22670,2.755852,0.740201
22680,2.754768,0.740527
22690,2.753685,0.740854
22700,2.752603,0.741180
22710,2.751522,0.741507
22720,2.750441,0.741833
22730,2.749361,0.742160
22740,2.748283,0.742486
22750,2.747205,0.742813
22760,2.746128,0.743139
22770,2.745051,0.743466
22780,2.743976,0.743792
22790,2.742901,0.744119
22800,2.741828,0.744445
22810,2.740755,0.744772
22820,2.739683,0.745098
22830,2.738612,0.745425
22840,2.737541,0.745751
22850,2.736472,0.746078
22860,2.735403,0.746404
22870,2.734335,0.746731
22880,2.733268,0.747057
22890,2.732202,0.747384
22900,2.731137,0.747710
22910,2.730073,0.748037
22920,2.729009,0.748363
22930,2.727946,0.748690
22940,2.726884,0.749016
22950,2.725823,0.749343
22960,2.724763,0.749669
22970,2.723703,0.749996
22980,2.722645,0.750323
22990,2.721587,0.750649
23000,2.720530,0.750976
23010,2.719474,0.751302
23020,2.718419,0.751629
23030,2.717364,0.751955
23040,2.716310,0.752282
23050,2.715258,0.752608
23060,2.714206,0.752935
23070,2.713154,0.753261
23080,2.712104,0.753588
23090,2.711054,0.753914
23100,2.710006,0.754241
23110,2.708958,0.754567
23120,2.707911,0.754894
23130,2.706864,0.755220
23140,2.705819,0.755547
23150,2.704774,0.755873
23160,2.703730,0.756200
23170,2.702687,0.756526
23180,2.701645,0.756853
23190,2.700604,0.757179
23200,2.699563,0.757506
23210,2.698523,0.757832
23220,2.697484,0.758159
23230,2.696446,0.758485
23240,2.695409,0.758812
23250,2.694372,0.759138
23260,2.693336,0.759465
23270,2.692301,0.759791
23280,2.691267,0.760118
23290,2.690234,0.760444
23300,2.689201,0.760771
23310,2.688169,0.761097
23320,2.687138,0.761424
23330,2.686108,0.761750
23340,2.685079,0.762077
23350,2.684050,0.762403
23360,2.683022,0.762730
23370,2.681995,0.763056
23380,2.680969,0.763383
23390,2.679944,0.763709
23400,2.678919,0.764036
23410,2.677895,0.764362
23420,2.676872,0.764689
23430,2.675850,0.765016
23440,2.674828,0.765342
23450,2.673808,0.765669
23460,2.672788,0.765995
23470,2.671768,0.766322
23480,2.670750,0.766648
23490,2.669733,0.766975
23500,2.668716,0.767301
23510,2.667700,0.767628
23520,2.666684,0.767954
23530,2.665670,0.768281
23540,2.664656,0.768607
23550,2.663643,0.768934
23560,2.662631,0.769260
23570,2.661620,0.769587
23580,2.660609,0.769913
23590,2.659599,0.770240
23600,2.658590,0.770566
23610,2.657582,0.770893
23620,2.656575,0.771219
23630,2.655568,0.771546
23640,2.654562,0.771872
23650,2.653557,0.772199
23660,2.652552,0.772525
23670,2.651549,0.772852
23680,2.650546,0.773178
23690,2.649544,0.773505
23700,2.648542,0.773831
23710,2.647542,0.774158
23720,2.646542,0.774484
23730,2.645543,0.774811
23740,2.644544,0.775137
23750,2.643547,0.775464
23760,2.642550,0.775790
23770,2.641554,0.776117
23780,2.640558,0.776443
23790,2.639564,0.776770
23800,2.638570,0.777096
23810,2.637577,0.777423
23820,2.636585,0.777749
23830,2.635593,0.778076
23840,2.634602,0.778402
23850,2.633612,0.778729
23860,2.632623,0.779055
23870,2.631634,0.779382
23880,2.630647,0.779709
23890,2.629660,0.780035
23900,2.628673,0.780362
23910,2.627688,0.780688
23920,2.626703,0.781015
23930,2.625719,0.781341
23940,2.624735,0.781668
23950,2.623753,0.781994
23960,2.622771,0.782321
23970,2.621790,0.782647
23980,2.620810,0.782974
23990,2.619830,0.783300
24000,2.618851,0.783627
24010,2.617873,0.783953
24020,2.616895,0.784280
24030,2.615919,0.784606
24040,2.614943,0.784933
24050,2.613967,0.785259
24060,2.612993,0.785586
24070,2.612019,0.785912
24080,2.611046,0.786239
24090,2.610074,0.786565
24100,2.609102,0.786892
24110,2.608131,0.787218
24120,2.607161,0.787545
24130,2.606192,0.787871
24140,2.605223,0.788198
24150,2.604255,0.788524
24160,2.603288,0.788851
24170,2.602322,0.789177
24180,2.601356,0.789504
24190,2.600391,0.789830
24200,2.599426,0.790157
24210,2.598463,0.790483
24220,2.597500,0.790810
24230,2.596538,0.791136
24240,2.595576,0.791463
24250,2.594615,0.791789
24260,2.593655,0.792116
24270,2.592696,0.792442
24280,2.591737,0.792769
24290,2.590780,0.793095
24300,2.589822,0.793422
24310,2.588866,0.793748
24320,2.587910,0.794075
24330,2.586955,0.794402
24340,2.586001,0.794728
24350,2.585047,0.795055
24360,2.584094,0.795381
24370,2.583142,0.795708
24380,2.582191,0.796034
24390,2.581240,0.796361
24400,2.580290,0.796687
24410,2.579340,0.797014
24420,2.578392,0.797340
24430,2.577444,0.797667
24440,2.576496,0.797993
24450,2.575550,0.798320
24460,2.574604,0.798646
24470,2.573659,0.798973
24480,2.572714,0.799299
24490,2.571770,0.799626
24500,2.570827,0.799952
24510,2.569885,0.800279
24520,2.568943,0.800605
24530,2.568002,0.800932
24540,2.567062,0.801258
24550,2.566122,0.801585
24560,2.565183,0.801911
24570,2.564245,0.802238
24580,2.563307,0.802564
24590,2.562371,0.802891
24600,2.561434,0.803217
24610,2.560499,0.803544
24620,2.559564,0.803870
24630,2.558630,0.804197
24640,2.557697,0.804523
24650,2.556764,0.804850
24660,2.555832,0.805176
24670,2.554900,0.805503
24680,2.553970,0.805829
24690,2.553040,0.806156
24700,2.552110,0.806482
24710,2.551182,0.806809
24720,2.550254,0.807135
24730,2.549326,0.807462
24740,2.548400,0.807788
24750,2.547474,0.808115
24760,2.546549,0.808441
24770,2.545624,0.808768
24780,2.544700,0.809095
24790,2.543777,0.809421
24800,2.542854,0.809748
24810,2.541932,0.810074
24820,2.541011,0.810401
24830,2.540091,0.810727
24840,2.539171,0.811054
24850,2.538252,0.811380
24860,2.537333,0.811707
24870,2.536415,0.812033
24880,2.535498,0.812360
24890,2.534582,0.812686
24900,2.533666,0.813013
24910,2.532750,0.813339
24920,2.531836,0.813666
24930,2.530922,0.813992
24940,2.530009,0.814319
24950,2.529096,0.814645
24960,2.528184,0.814972
24970,2.527273,0.815298
24980,2.526363,0.815625
24990,2.525453,0.815951
25000,2.524544,0.816278
25010,2.523635,0.816604
25020,2.522727,0.816931
25030,2.521820,0.817257
25040,2.520913,0.817584
25050,2.520007,0.817910
25060,2.519102,0.818237
25070,2.518197,0.818563
25080,2.517293,0.818890
25090,2.516390,0.819216
25100,2.515487,0.819543
25110,2.514585,0.819869
25120,2.513684,0.820196
25130,2.512783,0.820522
25140,2.511883,0.820849
25150,2.510984,0.821175
25160,2.510085,0.821502
25170,2.509187,0.821828
25180,2.508289,0.822155
25190,2.507392,0.822481
25200,2.506496,0.822808
25210,2.505601,0.823134
25220,2.504706,0.823461
25230,2.503812,0.823788
25240,2.502918,0.824114
25250,2.502025,0.824441
25260,2.501133,0.824767
25270,2.500241,0.825094
25280,2.499350,0.825420
25290,2.498459,0.825747
25300,2.497570,0.826073
25310,2.496680,0.826400
25320,2.495792,0.826726
25330,2.494904,0.827053
25340,2.494017,0.827379
25350,2.493130,0.827706
25360,2.492244,0.828032
25370,2.491359,0.828359
25380,2.490474,0.828685
25390,2.489590,0.829012
25400,2.488707,0.829338
25410,2.487824,0.829665
25420,2.486942,0.829991
25430,2.486060,0.830318
25440,2.485179,0.830644
25450,2.484299,0.830971
25460,2.483419,0.831297
25470,2.482540,0.831624
25480,2.481662,0.831950
25490,2.480784,0.832277
25500,2.479907,0.832603
25510,2.479030,0.832930
25520,2.478154,0.833256
25530,2.477279,0.833583
25540,2.476404,0.833909
25550,2.475530,0.834236
25560,2.474657,0.834562
25570,2.473784,0.834889
25580,2.472912,0.835215
25590,2.472040,0.835542
25600,2.471169,0.835868
25610,2.470299,0.836195
25620,2.469429,0.836521
25630,2.468560,0.836848
25640,2.467692,0.837174
25650,2.466824,0.837501
25660,2.465956,0.837827
25670,2.465090,0.838154
25680,2.464224,0.838481
25690,2.463358,0.838807
25700,2.462494,0.839134
25710,2.461629,0.839460
25720,2.460766,0.839787
25730,2.459903,0.840113
25740,2.459040,0.840440
25750,2.458179,0.840766
25760,2.457317,0.841093
25770,2.456457,0.841419
25780,2.455597,0.841746
25790,2.454738,0.842072
25800,2.453879,0.842399
25810,2.453021,0.842725
25820,2.452163,0.843052
25830,2.451306,0.843378
25840,2.450450,0.843705
25850,2.449594,0.844031
25860,2.448739,0.844358
25870,2.447884,0.844684
25880,2.447031,0.845011
25890,2.446177,0.845337
25900,2.445325,0.845664
25910,2.444472,0.845990
25920,2.443621,0.846317
25930,2.442770,0.846643
25940,2.441920,0.846970
25950,2.441070,0.847296
25960,2.440221,0.847623
25970,2.439372,0.847949
25980,2.438524,0.848276
25990,2.437677,0.848602
26000,2.436830,0.848929
26010,2.435984,0.849255
26020,2.435138,0.849582
26030,2.434293,0.849908
26040,2.433449,0.850235
26050,2.432605,0.850561
26060,2.431762,0.850888
26070,2.430919,0.851214
26080,2.430077,0.851541
26090,2.429235,0.851867
26100,2.428395,0.852194
26110,2.427554,0.852520
26120,2.426715,0.852847
26130,2.425875,0.853174
26140,2.425037,0.853500
26150,2.424199,0.853827
26160,2.423361,0.854153
26170,2.422525,0.854480
26180,2.421688,0.854806
26190,2.420853,0.855133
26200,2.420018,0.855459
26210,2.419183,0.855786
26220,2.418349,0.856112
26230,2.417516,0.856439
26240,2.416683,0.856765
26250,2.415851,0.857092
26260,2.415019,0.857418
26270,2.414188,0.857745
26280,2.413358,0.858071
26290,2.412528,0.858398
26300,2.411699,0.858724
26310,2.410870,0.859051
26320,2.410042,0.859377
26330,2.409214,0.859704
26340,2.408387,0.860030
26350,2.407561,0.860357
26360,2.406735,0.860683
26370,2.405910,0.861010
26380,2.405085,0.861336
26390,2.404261,0.861663
26400,2.403437,0.861989
26410,2.402614,0.862316
26420,2.401792,0.862642
26430,2.400970,0.862969
26440,2.400148,0.863295
26450,2.399328,0.863622
26460,2.398507,0.863948
26470,2.397688,0.864275
26480,2.396869,0.864601
26490,2.396050,0.864928
26500,2.395232,0.865254
26510,2.394415,0.865581
26520,2.393598,0.865907
26530,2.392782,0.866234
26540,2.391966,0.866560
26550,2.391151,0.866887
26560,2.390336,0.867213
26570,2.389522,0.867540
26580,2.388709,0.867867
26590,2.387896,0.868193
26600,2.387083,0.868520
26610,2.386272,0.868846
26620,2.385460,0.869173
26630,2.384650,0.869499
26640,2.383840,0.869826
26650,2.383030,0.870152
26660,2.382221,0.870479
26670,2.381412,0.870805
26680,2.380605,0.871132
26690,2.379797,0.871458
26700,2.378990,0.871785
26710,2.378184,0.872111
26720,2.377378,0.872438
26730,2.376573,0.872764
26740,2.375768,0.873091
26750,2.374964,0.873417
26760,2.374161,0.873744
26770,2.373358,0.874070
26780,2.372555,0.874397
26790,2.371753,0.874723
26800,2.370952,0.875050
26810,2.370151,0.875376
26820,2.369351,0.875703
26830,2.368551,0.876029
26840,2.367752,0.876356
26850,2.366953,0.876682
26860,2.366155,0.877009
26870,2.365358,0.877335
26880,2.364561,0.877662
26890,2.363764,0.877988
26900,2.362968,0.878315
26910,2.362173,0.878641
26920,2.361378,0.878968
26930,2.360584,0.879294
26940,2.359790,0.879621
26950,2.358997,0.879947
26960,2.358204,0.880274
26970,2.357412,0.880600
26980,2.356620,0.880927
26990,2.355829,0.881253
27000,2.355038,0.881580
27010,2.354248,0.881906
27020,2.353459,0.882233
27030,2.352670,0.882560
27040,2.351881,0.882886
27050,2.351093,0.883213
27060,2.350306,0.883539
27070,2.349519,0.883866
27080,2.348733,0.884192
27090,2.347947,0.884519
27100,2.347162,0.884845
27110,2.346377,0.885172
27120,2.345593,0.885498
27130,2.344809,0.885825
27140,2.344026,0.886151
27150,2.343243,0.886478
27160,2.342461,0.886804
27170,2.341680,0.887131
27180,2.340899,0.887457
27190,2.340118,0.887784
27200,2.339338,0.888110
27210,2.338559,0.888437
27220,2.337780,0.888763
27230,2.337001,0.889090
27240,2.336223,0.889416
27250,2.335446,0.889743
27260,2.334669,0.890069
27270,2.333892,0.890396
27280,2.333117,0.890722
27290,2.332341,0.891049
27300,2.331566,0.891375
27310,2.330792,0.891702
27320,2.330018,0.892028
27330,2.329245,0.892355
27340,2.328472,0.892681
27350,2.327700,0.893008
27360,2.326928,0.893334
27370,2.326157,0.893661
27380,2.325387,0.893987
27390,2.324616,0.894314
27400,2.323847,0.894640
27410,2.323078,0.894967
27420,2.322309,0.895293
27430,2.321541,0.895620
27440,2.320773,0.895946
27450,2.320006,0.896273
27460,2.319239,0.896599
27470,2.318473,0.896926
27480,2.317708,0.897252
27490,2.316943,0.897579
27500,2.316178,0.897906
27510,2.315414,0.898232
27520,2.314650,0.898559
27530,2.313887,0.898885
27540,2.313125,0.899212
27550,2.312363,0.899538
27560,2.311601,0.899865
27570,2.310840,0.900191
27580,2.310080,0.900518
27590,2.309320,0.900844
27600,2.308560,0.901171
27610,2.307801,0.901497
27620,2.307043,0.901824
27630,2.306285,0.902150
27640,2.305527,0.902477
27650,2.304770,0.902803
27660,2.304014,0.903130
27670,2.303258,0.903456
27680,2.302502,0.903783
27690,2.301747,0.904109
27700,2.300993,0.904436
27710,2.300239,0.904762
27720,2.299485,0.905089
27730,2.298732,0.905415
27740,2.297979,0.905742
27750,2.297227,0.906068
27760,2.296476,0.906395
27770,2.295725,0.906721
27780,2.294974,0.907048
27790,2.294224,0.907374
27800,2.293475,0.907701
27810,2.292726,0.908027
27820,2.291977,0.908354
27830,2.291229,0.908680
27840,2.290481,0.909007
27850,2.289734,0.909333
27860,2.288987,0.909660
27870,2.288241,0.909986
27880,2.287496,0.910313
27890,2.286751,0.910639
27900,2.286006,0.910966
27910,2.285262,0.911292
27920,2.284518,0.911619
27930,2.283775,0.911945
27940,2.283032,0.912272
27950,2.282290,0.912599
27960,2.281548,0.912925
27970,2.280807,0.913252
27980,2.280066,0.913578
27990,2.279326,0.913905
28000,2.278586,0.914231
28010,2.277846,0.914558
28020,2.277108,0.914884
28030,2.276369,0.915211
28040,2.275631,0.915537
28050,2.274894,0.915864
28060,2.274157,0.916190
28070,2.273421,0.916517
28080,2.272685,0.916843
28090,2.271949,0.917170
28100,2.271214,0.917496
28110,2.270480,0.917823
28120,2.269745,0.918149
28130,2.269012,0.918476
28140,2.268279,0.918802
28150,2.267546,0.919129
28160,2.266814,0.919455
28170,2.266082,0.919782
28180,2.265351,0.920108
28190,2.264620,0.920435
28200,2.263890,0.920761
28210,2.263160,0.921088
28220,2.262431,0.921414
28230,2.261702,0.921741
28240,2.260974,0.922067
28250,2.260246,0.922394
28260,2.259518,0.922720
28270,2.258791,0.923047
28280,2.258065,0.923373
28290,2.257339,0.923700
28300,2.256613,0.924026
28310,2.255888,0.924353
28320,2.255164,0.924679
28330,2.254440,0.925006
28340,2.253716,0.925332
28350,2.252993,0.925659
28360,2.252270,0.925985
28370,2.251548,0.926312
28380,2.250826,0.926638
28390,2.250104,0.926965
28400,2.249384,0.927292
28410,2.248663,0.927618
28420,2.247943,0.927945
28430,2.247224,0.928271
28440,2.246505,0.928598
28450,2.245786,0.928924
28460,2.245068,0.929251
28470,2.244350,0.929577
28480,2.243633,0.929904
28490,2.242916,0.930230
28500,2.242200,0.930557
28510,2.241484,0.930883
28520,2.240769,0.931210
28530,2.240054,0.931536
28540,2.239340,0.931863
28550,2.238626,0.932189
28560,2.237912,0.932516
28570,2.237199,0.932842
28580,2.236487,0.933169
28590,2.235774,0.933495
28600,2.235063,0.933822
28610,2.234351,0.934148
28620,2.233641,0.934475
28630,2.232930,0.934801
28640,2.232221,0.935128
28650,2.231511,0.935454
28660,2.230802,0.935781
28670,2.230094,0.936107
28680,2.229386,0.936434
28690,2.228678,0.936760
28700,2.227971,0.937087
28710,2.227264,0.937413
28720,2.226558,0.937740
28730,2.225852,0.938066
28740,2.225147,0.938393
28750,2.224442,0.938719
28760,2.223737,0.939046
28770,2.223033,0.939372
28780,2.222330,0.939699
28790,2.221627,0.940025
28800,2.220924,0.940352
28810,2.220222,0.940678
28820,2.219520,0.941005
28830,2.218819,0.941331
28840,2.218118,0.941658
28850,2.217417,0.941985
28860,2.216717,0.942311
28870,2.216018,0.942638
28880,2.215319,0.942964
28890,2.214620,0.943291
28900,2.213922,0.943617
28910,2.213224,0.943944
28920,2.212527,0.944270
28930,2.211830,0.944597
28940,2.211133,0.944923
28950,2.210437,0.945250
28960,2.209742,0.945576
28970,2.209046,0.945903
28980,2.208352,0.946229
28990,2.207658,0.946556
29000,2.206964,0.946882
29010,2.206270,0.947209
29020,2.205577,0.947535
29030,2.204885,0.947862
29040,2.204193,0.948188
29050,2.203501,0.948515
29060,2.202810,0.948841
29070,2.202119,0.949168
29080,2.201429,0.949494
29090,2.200739,0.949821
29100,2.200050,0.950147
29110,2.199360,0.950474
29120,2.198672,0.950800
29130,2.197984,0.951127
29140,2.197296,0.951453
29150,2.196609,0.951780
29160,2.195922,0.952106
29170,2.195235,0.952433
29180,2.194549,0.952759
29190,2.193864,0.953086
29200,2.193179,0.953412
29210,2.192494,0.953739
29220,2.191810,0.954065
29230,2.191126,0.954392
29240,2.190442,0.954718
29250,2.189759,0.955045
29260,2.189077,0.955371
29270,2.188395,0.955698
29280,2.187713,0.956024
29290,2.187032,0.956351
29300,2.186351,0.956678
29310,2.185670,0.957004
29320,2.184990,0.957331
29330,2.184311,0.957657
29340,2.183632,0.957984
29350,2.182953,0.958310
29360,2.182275,0.958637
29370,2.181597,0.958963
29380,2.180919,0.959290
29390,2.180242,0.959616
29400,2.179566,0.959943
29410,2.178889,0.960269
29420,2.178214,0.960596
29430,2.177538,0.960922
29440,2.176863,0.961249
29450,2.176189,0.961575
29460,2.175515,0.961902
29470,2.174841,0.962228
29480,2.174168,0.962555
29490,2.173495,0.962881
29500,2.172823,0.963208
29510,2.172151,0.963534
29520,2.171479,0.963861
29530,2.170808,0.964187
29540,2.170137,0.964514
29550,2.169467,0.964840
29560,2.168797,0.965167
29570,2.168127,0.965493
29580,2.167458,0.965820
29590,2.166790,0.966146
29600,2.166121,0.966473
29610,2.165453,0.966799
29620,2.164786,0.967126
29630,2.164119,0.967452
29640,2.163452,0.967779
29650,2.162786,0.968105
29660,2.162120,0.968432
29670,2.161455,0.968758
29680,2.160790,0.969085
29690,2.160126,0.969411
29700,2.159461,0.969738
29710,2.158798,0.970064
29720,2.158134,0.970391
29730,2.157471,0.970717
29740,2.156809,0.971044
29750,2.156147,0.971371
29760,2.155485,0.971697
29770,2.154824,0.972024
29780,2.154163,0.972350
29790,2.153503,0.972677
29800,2.152843,0.973003
29810,2.152183,0.973330
29820,2.151524,0.973656
29830,2.150865,0.973983
29840,2.150206,0.974309
29850,2.149548,0.974636
29860,2.148891,0.974962
29870,2.148234,0.975289
29880,2.147577,0.975615
29890,2.146920,0.975942
29900,2.146264,0.976268
29910,2.145609,0.976595
29920,2.144953,0.976921
29930,2.144299,0.977248
29940,2.143644,0.977574
29950,2.142990,0.977901
29960,2.142337,0.978227
29970,2.141683,0.978554
29980,2.141031,0.978880
29990,2.140378,0.979207
30000,2.139726,0.979533
30010,2.139075,0.979860
30020,2.138424,0.980186
30030,2.137773,0.980513
30040,2.137122,0.980839
30050,2.136472,0.981166
30060,2.135823,0.981492
30070,2.135173,0.981819
30080,2.134525,0.982145
30090,2.133876,0.982472
30100,2.133228,0.982798
30110,2.132581,0.983125
30120,2.131933,0.983451
30130,2.131286,0.983778
30140,2.130640,0.984104
30150,2.129994,0.984431
30160,2.129348,0.984757
30170,2.128703,0.985084
30180,2.128058,0.985410
30190,2.127414,0.985737
30200,2.126770,0.986064
30210,2.126126,0.986390
30220,2.125483,0.986717
30230,2.124840,0.987043
30240,2.124197,0.987370
30250,2.123555,0.987696
30260,2.122913,0.988023
30270,2.122272,0.988349
30280,2.121631,0.988676
30290,2.120990,0.989002
30300,2.120350,0.989329
30310,2.119710,0.989655
30320,2.119071,0.989982
30330,2.118432,0.990308
30340,2.117793,0.990635
30350,2.117155,0.990961
30360,2.116517,0.991288
30370,2.115880,0.991614
30380,2.115243,0.991941
30390,2.114606,0.992267
30400,2.113970,0.992594
30410,2.113334,0.992920
30420,2.112698,0.993247
30430,2.112063,0.993573
30440,2.111428,0.993900
30450,2.110794,0.994226
30460,2.110160,0.994553
30470,2.109526,0.994879
30480,2.108893,0.995206
30490,2.108260,0.995532
30500,2.107627,0.995859
30510,2.106995,0.996185
30520,2.106364,0.996512
30530,2.105732,0.996838
30540,2.105101,0.997165
30550,2.104471,0.997491
30560,2.103840,0.997818
30570,2.103211,0.998144
30580,2.102581,0.998471
30590,2.101952,0.998797
30600,2.101323,0.999124
30610,2.100695,0.999450
30620,2.100067,0.999777
30630,2.099440,1.000103
30640,2.098812,1.000430
30650,2.098186,1.000757
30660,2.097559,1.001083
30670,2.096933,1.001410
30680,2.096307,1.001736
30690,2.095682,1.002063
30700,2.095057,1.002389
30710,2.094432,1.002716
30720,2.093808,1.003042
30730,2.093184,1.003369
30740,2.092561,1.003695
30750,2.091938,1.004022
30760,2.091315,1.004348
30770,2.090693,1.004675
30780,2.090071,1.005001
30790,2.089449,1.005328
30800,2.088828,1.005654
30810,2.088207,1.005981
30820,2.087587,1.006307
30830,2.086967,1.006634
30840,2.086347,1.006960
30850,2.085728,1.007287
30860,2.085109,1.007613
30870,2.084490,1.007940
30880,2.083872,1.008266
30890,2.083254,1.008593
30900,2.082636,1.008919
30910,2.082019,1.009246
30920,2.081402,1.009572
30930,2.080786,1.009899
30940,2.080170,1.010225
30950,2.079554,1.010552
30960,2.078939,1.010878
30970,2.078324,1.011205
30980,2.077709,1.011531
30990,2.077095,1.011858
31000,2.076481,1.012184
31010,2.075868,1.012511
31020,2.075255,1.012837
31030,2.074642,1.013164
31040,2.074030,1.013490
31050,2.073417,1.013817
31060,2.072806,1.014143
31070,2.072194,1.014470
31080,2.071584,1.014796
31090,2.070973,1.015123
31100,2.070363,1.015450
31110,2.069753,1.015776
31120,2.069143,1.016103
31130,2.068534,1.016429
31140,2.067925,1.016756
31150,2.067317,1.017082
31160,2.066709,1.017409
31170,2.066101,1.017735
31180,2.065494,1.018062
31190,2.064887,1.018388
31200,2.064280,1.018715
31210,2.063674,1.019041
31220,2.063068,1.019368
31230,2.062462,1.019694
31240,2.061857,1.020021
31250,2.061252,1.020347
31260,2.060648,1.020674
31270,2.060044,1.021000
31280,2.059440,1.021327
31290,2.058837,1.021653
31300,2.058233,1.021980
31310,2.057631,1.022306
31320,2.057028,1.022633
31330,2.056426,1.022959
31340,2.055825,1.023286
31350,2.055223,1.023612
31360,2.054622,1.023939
31370,2.054022,1.024265
31380,2.053422,1.024592
31390,2.052822,1.024918
31400,2.052222,1.025245
31410,2.051623,1.025571
31420,2.051024,1.025898
31430,2.050426,1.026224
31440,2.049828,1.026551
31450,2.049230,1.026877
31460,2.048632,1.027204
31470,2.048035,1.027530
31480,2.047438,1.027857
31490,2.046842,1.028183
31500,2.046246,1.028510
31510,2.045650,1.028836
31520,2.045055,1.029163
31530,2.044460,1.029489
31540,2.043865,1.029816
31550,2.043271,1.030143
31560,2.042677,1.030469
31570,2.042084,1.030796
31580,2.041490,1.031122
31590,2.040897,1.031449
31600,2.040305,1.031775
31610,2.039713,1.032102
31620,2.039121,1.032428
31630,2.038529,1.032755
31640,2.037938,1.033081
31650,2.037347,1.033408
31660,2.036757,1.033734
31670,2.036166,1.034061
31680,2.035577,1.034387
31690,2.034987,1.034714
31700,2.034398,1.035040
31710,2.033809,1.035367
31720,2.033221,1.035693
31730,2.032633,1.036020
31740,2.032045,1.036346
31750,2.031458,1.036673
31760,2.030870,1.036999
31770,2.030284,1.037326
31780,2.029697,1.037652
31790,2.029111,1.037979
31800,2.028526,1.038305
31810,2.027940,1.038632
31820,2.027355,1.038958
31830,2.026770,1.039285
31840,2.026186,1.039611
31850,2.025602,1.039938
31860,2.025018,1.040264
31870,2.024435,1.040591
31880,2.023852,1.040917
31890,2.023269,1.041244
31900,2.022687,1.041570
31910,2.022105,1.041897
31920,2.021523,1.042223
31930,2.020942,1.042550
31940,2.020361,1.042876
31950,2.019780,1.043203
31960,2.019200,1.043529
31970,2.018620,1.043856
31980,2.018040,1.044182
31990,2.017461,1.044509
32000,2.016882,1.044836
32010,2.016303,1.045162
32020,2.015725,1.045489
32030,2.015147,1.045815
32040,2.014569,1.046142
32050,2.013992,1.046468
32060,2.013415,1.046795
32070,2.012838,1.047121
32080,2.012262,1.047448
32090,2.011686,1.047774
32100,2.011111,1.048101
32110,2.010535,1.048427
32120,2.009960,1.048754
32130,2.009386,1.049080
32140,2.008811,1.049407
32150,2.008237,1.049733
32160,2.007663,1.050060
32170,2.007090,1.050386
32180,2.006517,1.050713
32190,2.005944,1.051039
32200,2.005372,1.051366
32210,2.004800,1.051692
32220,2.004228,1.052019
32230,2.003657,1.052345
32240,2.003086,1.052672
32250,2.002515,1.052998
32260,2.001945,1.053325
32270,2.001375,1.053651
32280,2.000805,1.053978
32290,2.000235,1.054304
32300,1.999666,1.054631
32310,1.999098,1.054957
32320,1.998529,1.055284
